station_origin,station_destination,flows,population,jobs,distance
North Harrow,Embankment,8,1912,10220,20886.20073196867
North Harrow,Euston Square,44,1912,8093,18683.42038326875
North Harrow,Farringdon,117,1912,25592,21580.897500521638
North Harrow,Finchley Road,75,1912,3417,13702.003472388358
North Harrow,Finsbury Park,3,1912,6769,22635.8453417213
North Harrow,Fulham Broadway,0,1912,4200,24412.614214838668
North Harrow,Gants Hill,0,1912,601,36083.20129946972
North Harrow,Gloucester Road,1,1912,5194,23436.78955916065
North Harrow,Great Portland Street,35,1912,6936,18063.46016500925
North Harrow,Green Park,26,1912,26754,20020.797872620817
North Harrow,Hammersmith,1,1912,18250,20503.832995386027
North Harrow,Harrow-on-the-Hill,53,1912,3019,1979.62872248195
North Harrow,High Street Kensington,6,1912,5427,22669.627190863164
North Harrow,Highbury & Islington,6,1912,25385,20578.501381280636
North Harrow,Hillingdon,0,1912,318,11120.181437159403
North Harrow,Holborn,15,1912,22346,20681.595360557356
North Harrow,Holland Park,2,1912,2063,22062.37888443182
North Harrow,Holloway Road,2,1912,1696,22372.896871343135
North Harrow,Hyde Park Corner,0,1912,2410,20800.687172887643
North Harrow,Kennington,1,1912,1161,23415.827580664973
North Harrow,Kentish Town,1,1912,3404,23237.83318965849
North Harrow,Kilburn,7,1912,1953,12005.54580847253
North Harrow,King's Cross St. Pancras,41,1912,33330,19722.89906296388
North Harrow,Kingsbury,7,1912,1018,9352.401102943395
North Harrow,Knightsbridge,6,1912,6821,21384.64076118755
North Harrow,Ladbroke Grove,3,1912,2131,21772.75305020291
North Harrow,Lambeth North,1,1912,1319,22229.318120233198
North Harrow,Lancaster Gate,1,1912,1820,20882.957369939475
North Harrow,Leicester Square,1,1912,8847,20348.7528775317
North Harrow,Leyton,1,1912,1447,30113.777869778532
North Harrow,Liverpool Street,74,1912,61122,23183.183259060697
North Harrow,London Bridge,45,1912,29930,23410.40507867669
North Harrow,Maida Vale,1,1912,949,20780.35087378895
North Harrow,Manor House,0,1912,1311,23751.958968941704
North Harrow,Mansion House,7,1912,7815,23093.099830056322
North Harrow,Marble Arch,3,1912,6145,19664.35518517903
North Harrow,Mile End,4,1912,3759,27221.819855349713
North Harrow,Moor Park,34,1912,550,7481.37199970849
North Harrow,Moorgate,64,1912,24574,22749.095810458366
North Harrow,Neasden,3,1912,732,8788.795483087826
North Harrow,North Greenwich,6,1912,6276,30408.96082957244
North Harrow,Northwick Park,19,1912,1713,3282.760579906684
North Harrow,Northwood,103,1912,1018,5263.072887300094
North Harrow,Northwood Hills,35,1912,488,3676.404002586917
North Harrow,Notting Hill Gate,6,1912,5490,21708.981655869036
North Harrow,Old Street,7,1912,15897,22423.872543983656
North Harrow,Oval,2,1912,2544,24330.985265003488
North Harrow,Oxford Circus,20,1912,44368,19010.231397363255
North Harrow,Paddington,18,1912,20198,19060.11236401343
North Harrow,Piccadilly Circus,15,1912,13641,19974.061471761885
North Harrow,Pimlico,2,1912,5585,22630.275832326286
North Harrow,Pinner,14,1912,292,1517.7554108908537
North Harrow,Preston Road,8,1912,411,5015.894379128679
North Harrow,Queen's Park,2,1912,2167,19981.241099654744
North Harrow,Queensbury,5,1912,439,10598.39633730705
North Harrow,Queensway,1,1912,1882,21741.10699140115
North Harrow,Rayners Lane,0,1912,426,4585.609849246586
North Harrow,Regent's Park,0,1912,3364,18032.180769338007
North Harrow,Rickmansworth,62,1912,937,10878.59145770475
North Harrow,Royal Oak,1,1912,856,19997.408876727008
North Harrow,Ruislip,1,1912,257,8210.089259608238
North Harrow,Ruislip Manor,0,1912,408,7531.203279369619
North Harrow,Russell Square,1,1912,5172,20593.39976770714
North Harrow,Seven Sisters,0,1912,10191,26041.73373175021
North Harrow,Shepherd's Bush,3,1912,9890,21150.699463146666
North Harrow,Shepherd's Bush Market,1,1912,416,21948.711753118598
North Harrow,Sloane Square,5,1912,8229,22396.156694651745
North Harrow,South Kensington,6,1912,15325,22685.45607972068
North Harrow,Southwark,32,1912,10326,22312.055993574188
North Harrow,St. James's Park,16,1912,13339,22005.327407133766
North Harrow,St. John's Wood,13,1912,3982,15317.296509418586
North Harrow,St. Paul's,13,1912,13446,22342.23026986608
North Harrow,Stanmore,2,1912,983,13711.373156749843
North Harrow,Stepney Green,1,1912,1879,26192.547478078995
North Harrow,Stockwell,0,1912,1623,24962.45979514315
North Harrow,Stratford,13,1912,55954,27982.434943854292
North Harrow,Swiss Cottage,8,1912,2598,14347.35621661361
North Harrow,Temple,4,1912,6780,21680.794734529933
North Harrow,Tooting Bec,0,1912,1239,29957.63742045867
North Harrow,Tooting Broadway,3,1912,4506,31032.598862804087
North Harrow,Tottenham Court Road,8,1912,19126,19884.533702996905
North Harrow,Tottenham Hale,1,1912,3239,26196.728884221142
North Harrow,Totteridge & Whetstone,0,1912,287,34366.119301207975
North Harrow,Tower Hill,3,1912,8286,24031.485554002586
North Harrow,Turnpike Lane,0,1912,992,26073.618327390446
North Harrow,Uxbridge,8,1912,4316,13264.57656453185
North Harrow,Vauxhall,14,1912,16242,23455.604085633822
North Harrow,Victoria,42,1912,33251,21230.397681422895
North Harrow,Walthamstow Central,0,1912,5271,26341.586897043384
North Harrow,Warren Street,0,1912,17309,20159.94584377631
North Harrow,Waterloo,17,1912,23466,21655.62906405759
North Harrow,Watford,60,1912,961,12446.401172774209
North Harrow,Wembley Park,46,1912,5759,6435.629544892054
North Harrow,West Ham,0,1912,5487,29655.944458986716
North Harrow,West Hampstead,10,1912,5856,13021.167415739932
North Harrow,Westbourne Park,1,1912,1347,20966.813122770178
North Harrow,Westminster,33,1912,15466,21444.57806722699
North Harrow,Whitechapel,3,1912,17633,25112.383294584477
North Harrow,Willesden Green,3,1912,830,10820.487878635478
North Harrow,Willesden Junction,1,1912,4165,17244.366551214516
North Harrow,Wimbledon,0,1912,6295,31814.430615415957
North Harrow,Wood Green,1,1912,2146,27004.443952793612
North Harrow,Wood Lane,2,1912,1578,22474.974708363086
North Wembley,Acton Central,3,1087,750,8770.902499100903
North Wembley,Aldgate,2,1087,7782,19360.35309983165
North Wembley,Angel,1,1087,8103,16358.303542417158
North Wembley,Archway,0,1087,2193,18724.316720921623
North Wembley,Baker Street,8,1087,14973,13647.63405409452
North Wembley,Bank and Monument,13,1087,78549,18981.011030611015
North Wembley,Barbican,3,1087,9134,17496.893202986117
North Wembley,Barking,0,1087,7004,31496.30812260876
North Wembley,Bayswater,1,1087,615,11973.230915035228
North Wembley,Becontree,0,1087,456,34790.760508305946
North Wembley,Bermondsey,0,1087,3172,21664.034430831518
North Wembley,Bethnal Green,0,1087,4660,21045.49016423803
North Wembley,Blackfriars,4,1087,10849,18598.63834766584
North Wembley,Blackhorse Road,0,1087,2955,21689.99175082405
North Wembley,Bond Street,4,1087,20967,14621.69364580557
North Wembley,Borough,0,1087,3254,20090.801759671293
North Wembley,Bounds Green,0,1087,778,25141.480984656457
North Wembley,Brixton,2,1087,5084,21476.42683728676
North Wembley,Brondesbury,0,1087,712,9079.404777843172
North Wembley,Brondesbury Park,6,1087,895,8337.216106001626
North Wembley,Bushey,3,1087,456,11506.771221240657
North Wembley,Caledonian Road & Barnsbury,1,1087,1668,16672.36995372582
North Wembley,Camden Road,4,1087,3784,14907.791663238557
North Wembley,Camden Town,0,1087,6348,15688.213958109356
North Wembley,Canada Water,2,1087,20443,22653.55135139202
North Wembley,Canary Wharf,7,1087,58772,24368.433458406016
North Wembley,Canning Town,0,1087,15428,26416.230941347952
North Wembley,Cannon Street,1,1087,4698,19310.323746704966
North Wembley,Canonbury,0,1087,846,18467.0797468641
North Wembley,Carpenders Park,2,1087,340,9543.792755708213
North Wembley,Chancery Lane,6,1087,15391,17320.403554020937
North Wembley,Charing Cross,9,1087,7016,16711.672725242417
North Wembley,Clapham High Street,1,1087,1296,19435.559778201165
North Wembley,Clapham Junction,4,1087,4969,15937.153939948417
North Wembley,Covent Garden,0,1087,4355,16880.086990346634
North Wembley,Crouch Hill,0,1087,404,16033.50893428306
North Wembley,Dalston Kingsland,1,1087,2091,19648.258087817132
North Wembley,Denmark Hill,0,1087,2612,22677.544890744266
North Wembley,Earl's Court,2,1087,6613,12157.191104145386
North Wembley,East Ham,0,1087,2062,29074.013195575615
North Wembley,East Putney,2,1087,1877,15854.319563108647
North Wembley,Edgware Road,9,1087,6868,12612.79368662999
North Wembley,Elephant & Castle,9,1087,6427,19390.841216269466
North Wembley,Embankment,4,1087,10220,17052.00354570133
North Wembley,Euston,41,1087,16800,14314.615147935247
North Wembley,Euston Square,0,1087,8093,15094.413717660154
North Wembley,Farringdon,7,1087,25592,17035.983259244502
North Wembley,Finchley Road & Frognal,2,1087,1529,10559.293542833857
North Wembley,Finsbury Park,2,1087,6769,19267.44445917864
North Wembley,Fulham Broadway,2,1087,4200,13098.953292093644
North Wembley,Gloucester Road,1,1087,5194,13067.312317994472
North Wembley,Goodge Street,0,1087,6457,15393.389358974815
North Wembley,Gospel Oak,2,1087,2025,12918.387291351675
North Wembley,Green Park,3,1087,26754,15770.605958966014
North Wembley,Gunnersbury,4,1087,4775,10940.269149128539
North Wembley,Hackney Central,1,1087,2440,20938.014331815066
North Wembley,Hackney Wick,0,1087,1263,23316.980261987985
North Wembley,Hampstead Heath,3,1087,2792,11979.826690381466
North Wembley,Harlesden,67,1087,1668,4561.203686114962
North Wembley,Harringay Green Lanes,0,1087,544,17540.086734229546
North Wembley,Harrow & Wealdstone,84,1087,1335,4103.3863972519475
North Wembley,Hatch End,1,1087,93,7100.450458791109
North Wembley,Headstone Lane,5,1087,310,5954.300616966651
North Wembley,High Street Kensington,5,1087,5427,12183.82820892956
North Wembley,Highbury & Islington,1,1087,25385,17485.96997876387
North Wembley,Holborn,6,1087,22346,16754.91984164418
North Wembley,Holland Park,1,1087,2063,10523.449210965884
North Wembley,Holloway Road,0,1087,1696,17827.982630066
North Wembley,Homerton,0,1087,1998,21973.629878927266
North Wembley,Hyde Park Corner,0,1087,2410,15703.414704267478
North Wembley,Imperial Wharf,2,1087,2049,13733.38570946985
North Wembley,Kennington,0,1087,1161,19581.63039439763
North Wembley,Kensal Green,17,1087,472,7057.685765119293
North Wembley,Kensal Rise,4,1087,1376,7334.680672430734
North Wembley,Kensington,2,1087,2252,10610.499928170506
North Wembley,Kentish Town West,0,1087,1128,14009.546718640693
North Wembley,Kenton,38,1087,768,2322.714401370623
North Wembley,Kew Gardens,0,1087,792,12720.550068076533
North Wembley,Kilburn High Road,7,1087,266,9506.814575264067
North Wembley,Kilburn Park,13,1087,823,9252.14237708092
North Wembley,King's Cross St. Pancras,1,1087,33330,15177.984821686741
North Wembley,Knightsbridge,5,1087,6821,15119.46111596757
North Wembley,Ladbroke Grove,0,1087,2131,14536.803095973692
North Wembley,Lambeth North,1,1087,1319,18395.120933965856
North Wembley,Leicester Square,0,1087,8847,16514.55569126436
North Wembley,Leyton,0,1087,1447,27021.246467261764
North Wembley,Leytonstone,0,1087,1844,28685.090027553244
North Wembley,Liverpool Street,13,1087,61122,18638.26901778356
North Wembley,London Bridge,8,1087,29930,19576.207892409348
North Wembley,Maida Vale,9,1087,949,10103.923900008687
North Wembley,Mansion House,1,1087,7815,19258.902643788977
North Wembley,Marble Arch,1,1087,6145,13938.257411037577
North Wembley,Marylebone,4,1087,4250,13215.677029516235
North Wembley,Mile End,1,1087,3759,22676.90561407258
North Wembley,Moorgate,2,1087,24574,18204.18156918123
North Wembley,Morden,1,1087,1447,29851.96249398431
North Wembley,New Cross Gate,0,1087,1340,25284.836167227833
North Wembley,Newbury Park,0,1087,559,35348.42701785695
North Wembley,North Greenwich,0,1087,6276,26198.216749435596
North Wembley,Notting Hill Gate,4,1087,5490,11223.182673935431
North Wembley,Old Street,0,1087,15897,17878.958302706516
North Wembley,Oxford Circus,27,1087,44368,15176.034211095914
North Wembley,Paddington,20,1087,20198,11824.16240978421
North Wembley,Parsons Green,1,1087,2711,13801.291623521716
North Wembley,Peckham Rye,0,1087,1070,24013.13150167054
North Wembley,Piccadilly Circus,12,1087,13641,16139.864285494543
North Wembley,Pimlico,1,1087,5585,17557.505333168112
North Wembley,Putney Bridge,1,1087,2494,14795.753972838183
North Wembley,Queen's Park,33,1087,2167,8442.31142618881
North Wembley,Queens Road Peckham,0,1087,747,25143.692379753793
North Wembley,Regent's Park,5,1087,3364,14443.174103729409
North Wembley,Richmond,4,1087,5397,14888.713332156169
North Wembley,Russell Square,0,1087,5172,16048.48552643
North Wembley,Seven Sisters,0,1087,10191,22673.332849207552
North Wembley,Shepherd's Bush,14,1087,9890,9611.76978968073
North Wembley,Sloane Square,2,1087,8229,14991.868169035875
North Wembley,South Acton,4,1087,975,9923.429769540668
North Wembley,South Hampstead,8,1087,236,10483.169963736738
North Wembley,South Kensington,2,1087,15325,13818.645797434441
North Wembley,South Kenton,43,1087,261,935.7451700868527
North Wembley,South Wimbledon,0,1087,1361,28318.716183426393
North Wembley,Southwark,4,1087,10326,18477.858807306846
North Wembley,St. James's Park,3,1087,13339,16934.932778583647
North Wembley,St. Paul's,9,1087,13446,18415.554750952902
North Wembley,Stepney Green,1,1087,1879,21647.633236801863
North Wembley,Stockwell,1,1087,1623,19889.689295984976
North Wembley,Stonebridge Park,28,1087,729,3066.2549094489304
North Wembley,Stratford,1,1087,55954,24889.903541337528
North Wembley,Temple,2,1087,6780,17846.59754826259
North Wembley,Tooting Broadway,2,1087,4506,25959.828363645916
North Wembley,Tottenham Court Road,4,1087,19126,16037.861728971326
North Wembley,Tottenham Hale,0,1087,3239,23104.197481704377
North Wembley,Tower Hill,3,1087,8286,19820.741473865743
North Wembley,Turnpike Lane,0,1087,992,22705.21744484779
North Wembley,Upper Holloway,0,1087,898,14818.612593715055
North Wembley,Upton Park,0,1087,1642,27773.767368995137
North Wembley,Vauxhall,5,1087,16242,18382.83358647565
North Wembley,Victoria,14,1087,33251,16157.627182264723
North Wembley,Walthamstow Central,0,1087,5271,23249.05549452662
North Wembley,Warren Street,1,1087,17309,14860.816349820452
North Wembley,Warwick Avenue,18,1087,1174,10891.53646995987
North Wembley,Waterloo,11,1087,23466,17821.431877790248
North Wembley,Watford High Street,33,1087,790,12821.021485468573
North Wembley,Watford Junction,25,1087,1367,14227.059017048146
North Wembley,Wembley Central,63,1087,1327,1348.156442480471
North Wembley,West Brompton,3,1087,5859,12156.191415684987
North Wembley,West Ham,0,1087,5487,25522.85323200519
North Wembley,West Hampstead,1,1087,5856,9928.636013223166
North Wembley,Westminster,6,1087,15466,17194.386153572188
North Wembley,Whitechapel,1,1087,17633,20567.46905330734
North Wembley,Willesden Junction,183,1087,4165,5705.43687774858
North Wembley,Wimbledon,2,1087,6295,20500.769692670932
North Wembley,Wood Green,0,1087,2146,23636.043070250955
Northfields,Acton Town,67,2952,2202,2580.884504710831
Northfields,Aldgate,4,2952,7782,19524.936321034394
Northfields,Aldgate East,12,2952,7932,19766.98350832241
Northfields,Alperton,13,2952,741,7553.972448242913
Northfields,Angel,12,2952,8103,18344.857162559198
Northfields,Archway,1,2952,2193,20798.510193024464
Northfields,Arnos Grove,1,2952,748,28482.277095174733
Northfields,Arsenal,1,2952,315,20481.245386092563
Northfields,Baker Street,15,2952,14973,14678.280098568011
Northfields,Balham,1,2952,3814,21108.723991637857
Northfields,Bank and Monument,46,2952,78549,18088.019080656104
Northfields,Barbican,9,2952,9134,19483.446823128153
Northfields,Barking,0,2952,7004,31659.15664642916
Northfields,Barons Court,47,2952,2956,7851.415530732235
Northfields,Bayswater,0,2952,615,12367.767483369098
Northfields,Belsize Park,2,2952,2255,19794.285516706484
Northfields,Bermondsey,6,2952,3172,19387.66718984045
Northfields,Bethnal Green,1,2952,4660,21336.742910860507
Northfields,Blackfriars,21,2952,10849,16918.72664545876
Northfields,Blackhorse Road,2,2952,2955,27227.631368109185
Northfields,Bond Street,16,2952,20967,14831.238809642708
Northfields,Borough,1,2952,3254,17814.434518680224
Northfields,Boston Manor,14,2952,892,930.8521452439904
Northfields,Bounds Green,1,2952,778,27128.034604798493
Northfields,Brixton,2,2952,5084,18675.449329234718
Northfields,Bromley-by-Bow,0,2952,1613,24473.456213150806
Northfields,Caledonian Road,8,2952,1803,19199.238807229878
Northfields,Camden Town,9,2952,6348,17762.407430212195
Northfields,Canada Water,10,2952,20443,20377.18411040095
Northfields,Canary Wharf,56,2952,58772,22979.05038689412
Northfields,Canning Town,5,2952,15428,25523.238991393042
Northfields,Cannon Street,12,2952,4698,17827.169647732746
Northfields,Chalk Farm,2,2952,1329,18756.18457721888
Northfields,Chancery Lane,19,2952,15391,16398.599571838444
Northfields,Charing Cross,1,2952,7016,15031.761023035335
Northfields,Chiswick Park,24,2952,1517,3855.8293115994143
Northfields,Clapham Common,2,2952,2020,18683.77115808672
Northfields,Clapham North,0,2952,1238,18041.01366670809
Northfields,Cockfosters,0,2952,262,33671.04888230484
Northfields,Colindale,1,2952,2081,28159.224352756213
Northfields,Colliers Wood,0,2952,865,24439.2705393804
Northfields,Covent Garden,41,2952,4355,15200.17528813955
Northfields,Dagenham East,0,2952,649,37661.03759824302
Northfields,Ealing Broadway,0,2952,4846,5172.804416802888
Northfields,Ealing Common,0,2952,915,3607.507333848591
Northfields,Earl's Court,111,2952,6613,9356.213596093345
Northfields,East Acton,0,2952,1505,9781.720674708307
Northfields,East Finchley,0,2952,1253,24137.73564744983
Northfields,East Ham,0,2952,2062,29236.861719396016
Northfields,East Putney,6,2952,1877,13621.730935279158
Northfields,Eastcote,0,2952,364,15941.763088667403
Northfields,Edgware Road,5,2952,6868,13643.43973110348
Northfields,Elephant & Castle,6,2952,6427,17114.473975278397
Northfields,Embankment,11,2952,10220,15372.091843494247
Northfields,Euston,15,2952,16800,16388.808620038086
Northfields,Euston Square,2,2952,8093,16125.059762133646
Northfields,Farringdon,23,2952,25592,19022.53687938654
Northfields,Finchley Central,1,2952,1921,26508.29219272649
Northfields,Finchley Road,2,2952,3417,16564.510657550443
Northfields,Finsbury Park,5,2952,6769,21253.998079320678
Northfields,Fulham Broadway,44,2952,4200,10866.364664264154
Northfields,Gloucester Road,45,2952,5194,10266.334809942431
Northfields,Golders Green,0,2952,1871,23358.01452798008
Northfields,Goldhawk Road,0,2952,370,7963.172780056622
Northfields,Goodge Street,11,2952,6457,16065.056729616872
Northfields,Great Portland Street,5,2952,6936,15505.099543874147
Northfields,Green Park,81,2952,26754,13682.326496482263
Northfields,Hainault,0,2952,356,39264.474335218096
Northfields,Hammersmith,375,2952,18250,6957.583444811507
Northfields,Hampstead,1,2952,2010,20972.288620798667
Northfields,Harrow-on-the-Hill,2,2952,3019,16728.389837514227
Northfields,Hatton Cross,90,2952,1219,9487.40284561267
Northfields,Heathrow Terminal 4,6,2952,693,11363.735539251553
Northfields,Heathrow Terminal 5,13,2952,975,14355.432267040318
Northfields,Heathrow Terminals 2 & 3,26,2952,2406,11900.153791403933
Northfields,Hendon Central,1,2952,1878,26006.710973773086
Northfields,High Barnet,0,2952,953,32761.289685677722
Northfields,High Street Kensington,10,2952,5427,10657.07370727517
Northfields,Highbury & Islington,11,2952,25385,19746.391451485662
Northfields,Highgate,0,2952,856,22388.71498923976
Northfields,Hillingdon,0,2952,318,20656.980298662413
Northfields,Holborn,106,2952,22346,15833.115859461685
Northfields,Holland Park,1,2952,2063,12317.452705238848
Northfields,Holloway Road,6,2952,1696,19814.536250208035
Northfields,Hounslow Central,62,2952,708,5204.8454923692925
Northfields,Hounslow East,53,2952,843,4459.161108948374
Northfields,Hounslow West,14,2952,401,6683.929184365731
Northfields,Hyde Park Corner,27,2952,2410,12902.437196215436
Northfields,Ickenham,0,2952,282,19532.543103459517
Northfields,Kennington,0,2952,1161,17305.26315340656
Northfields,Kentish Town,5,2952,3404,19040.3730729812
Northfields,Kew Gardens,0,2952,792,8131.025644926127
Northfields,Kilburn,0,2952,1953,16824.397740100077
Northfields,King's Cross St. Pancras,76,2952,33330,17164.53844182878
Northfields,Kingsbury,0,2952,1018,24101.16221797567
Northfields,Knightsbridge,49,2952,6821,12318.483607915528
Northfields,Ladbroke Grove,17,2952,2131,10142.16776806822
Northfields,Lambeth North,5,2952,1319,16118.753692974786
Northfields,Latimer Road,8,2952,1109,9482.58723322868
Northfields,Leicester Square,56,2952,8847,14834.643989057275
Northfields,Leyton,1,2952,1447,27759.32596081136
Northfields,Leytonstone,0,2952,1844,29423.16952110284
Northfields,Liverpool Street,48,2952,61122,18929.52176440604
Northfields,London Bridge,43,2952,29930,17299.84065141828
Northfields,Manor House,1,2952,1311,22370.111706541084
Northfields,Mansion House,21,2952,7815,17578.9909415819
Northfields,Marble Arch,0,2952,6145,14332.793979371447
Northfields,Marylebone,1,2952,4250,14246.323073989726
Northfields,Mile End,1,2952,3759,22839.75413789298
Northfields,Moorgate,16,2952,24574,18864.84854208589
Northfields,Morden,0,2952,1447,27050.984985932268
Northfields,Mornington Crescent,2,2952,2927,17172.197217396282
Northfields,North Ealing,1,2952,332,4531.915787982849
Northfields,North Greenwich,6,2952,6276,24808.8336779237
Northfields,Northolt,0,2952,663,16700.28130336687
Northfields,Northwick Park,1,2952,1713,18031.52169493896
Northfields,Notting Hill Gate,5,2952,5490,11617.7192422693
Northfields,Oakwood,2,2952,423,32327.070535904266
Northfields,Old Street,28,2952,15897,19718.36826083087
Northfields,Osterley,24,2952,521,3491.6664365051356
Northfields,Oval,2,2952,2544,18220.420837745074
Northfields,Oxford Circus,34,2952,44368,14692.892971739824
Northfields,Paddington,8,2952,20198,12854.808454257702
Northfields,Park Royal,17,2952,1552,5631.574238611239
Northfields,Parsons Green,15,2952,2711,11568.702995692227
Northfields,Piccadilly Circus,91,2952,13641,14459.95258328746
Northfields,Pimlico,8,2952,5585,14756.527825116073
Northfields,Plaistow,0,2952,1049,26615.53724938365
Northfields,Putney Bridge,16,2952,2494,12563.165345008694
Northfields,Ravenscourt Park,21,2952,1895,6123.005492511868
Northfields,Rayners Lane,1,2952,426,14122.40871074959
Northfields,Regent's Park,7,2952,3364,15473.8201482029
Northfields,Richmond,8,2952,5397,10299.188909005763
Northfields,Rickmansworth,0,2952,937,29586.61001770093
Northfields,Royal Oak,5,2952,856,11917.511941544122
Northfields,Ruislip,0,2952,257,17746.888121111246
Northfields,Ruislip Manor,2,2952,408,17068.002140872624
Northfields,Russell Square,48,2952,5172,16539.550174675864
Northfields,Seven Sisters,3,2952,10191,24659.88646934959
Northfields,Shepherd's Bush Market,2,2952,416,8402.46220254408
Northfields,Sloane Square,24,2952,8229,12190.890660983834
Northfields,South Ealing,6,2952,670,452.9452906768377
Northfields,South Harrow,1,2952,387,12316.852004613747
Northfields,South Kensington,142,2952,15325,11017.6682893824
Northfields,Southfields,14,2952,1351,15252.619030269667
Northfields,Southgate,0,2952,874,30461.42568178806
Northfields,Southwark,36,2952,10326,16201.491566315775
Northfields,St. James's Park,54,2952,13339,14133.955270531605
Northfields,St. John's Wood,4,2952,3982,16817.21019149643
Northfields,St. Paul's,32,2952,13446,17493.75076877041
Northfields,Stamford Brook,9,2952,784,5413.715938342192
Northfields,Stepney Green,1,2952,1879,21810.481760622264
Northfields,Stockwell,3,2952,1623,17088.711787932934
Northfields,Stratford,10,2952,55954,25627.98303488712
Northfields,Sudbury Hill,5,2952,277,10831.386345579578
Northfields,Sudbury Town,1,2952,218,9214.32973028514
Northfields,Swiss Cottage,5,2952,2598,17209.863401775696
Northfields,Temple,9,2952,6780,16166.685846055509
Northfields,Tooting Bec,0,2952,1239,22083.889413248457
Northfields,Tooting Broadway,3,2952,4506,23158.850855593875
Northfields,Tottenham Court Road,11,2952,19126,15420.584359620361
Northfields,Tottenham Hale,2,2952,3239,25813.42563722886
Northfields,Totteridge & Whetstone,0,2952,287,30168.659184530683
Northfields,Tower Hill,16,2952,8286,18927.749523910832
Northfields,Tufnell Park,0,2952,557,19804.974081137963
Northfields,Turnham Green,8,2952,1515,4803.426728062481
Northfields,Turnpike Lane,1,2952,992,24691.771064989825
Northfields,Upton Park,1,2952,1642,27936.61589281554
Northfields,Uxbridge,3,2952,4316,22801.375426034858
Northfields,Vauxhall,12,2952,16242,15581.856078423607
Northfields,Victoria,20,2952,33251,13356.649674212682
Northfields,Walthamstow Central,1,2952,5271,28786.695111811754
Northfields,Warren Street,19,2952,17309,15842.607418152878
Northfields,Waterloo,15,2952,23466,15545.064636799176
Northfields,Wembley Park,1,2952,5759,21184.39065992433
Northfields,West Brompton,11,2952,5859,9923.602787855498
Northfields,West Ham,0,2952,5487,25685.70175582559
Northfields,West Hampstead,2,2952,5856,15808.776132832674
Northfields,West Harrow,0,2952,122,15486.52114716044
Northfields,West Kensington,6,2952,1345,8415.091675843838
Northfields,Westbourne Park,6,2952,1347,10948.107695500952
Northfields,Westminster,27,2952,15466,14694.704610438379
Northfields,Whitechapel,2,2952,17633,20730.317577127742
Northfields,Willesden Green,0,2952,830,18009.45566993713
Northfields,Wimbledon,47,2952,6295,18268.181064841447
Northfields,Wimbledon Park,2,2952,596,16612.268800252157
Northfields,Wood Green,3,2952,2146,25622.59669039299
Northfields,Wood Lane,10,2952,1578,8928.725157788569
Northfields,Woodford,0,2952,706,34109.09579069087
Northolt,Acton Town,7,3585,2202,14119.39679865604
Northolt,Aldgate,14,3585,7782,23719.990245665136
Northolt,Aldgate East,6,3585,7932,23962.03743295315
Northolt,Angel,9,3585,8103,21841.153334682418
Northolt,Archway,1,3585,2193,24207.166513186883
Northolt,Arnos Grove,1,3585,748,31978.573267297954
Northolt,Arsenal,0,3585,315,23977.541558215784
Northolt,Baker Street,10,3585,14973,18621.038690907673
Northolt,Balham,2,3585,3814,26835.216580496228
Northolt,Bank and Monument,158,3585,78549,22283.073005286846
Northolt,Barbican,4,3585,9134,22979.742995251374
Northolt,Barking,2,3585,7004,35854.2105710599
Northolt,Becontree,0,3585,456,39148.66295675709
Northolt,Belsize Park,2,3585,2255,23202.941836868904
Northolt,Bermondsey,3,3585,3172,24589.549511637848
Northolt,Bethnal Green,14,3585,4660,25531.796835491252
Northolt,Blackfriars,0,3585,10849,21524.15342847217
Northolt,Blackhorse Road,1,3585,2955,30723.927540232406
Northolt,Bond Street,69,3585,20967,17547.208726611898
Northolt,Borough,2,3585,3254,23016.316840477622
Northolt,Bounds Green,0,3585,778,30624.330776921714
Northolt,Bow Road,1,3585,1193,27659.740228419676
Northolt,Brixton,9,3585,5084,24401.94191809309
Northolt,Bromley-by-Bow,2,3585,1613,28668.510137781544
Northolt,Burnt Oak,0,3585,649,32874.302722612316
Northolt,Caledonian Road,1,3585,1803,22695.5349793531
Northolt,Camden Town,9,3585,6348,21171.063750374615
Northolt,Canada Water,9,3585,20443,25579.06643219835
Northolt,Canary Wharf,48,3585,58772,27670.495433081847
Northolt,Canning Town,9,3585,15428,29718.292916023784
Northolt,Chalk Farm,1,3585,1329,22164.8408973813
Northolt,Chancery Lane,106,3585,15391,20338.3969674731
Northolt,Charing Cross,16,3585,7016,19637.187806048747
Northolt,Chiswick Park,4,3585,1517,15394.341605544623
Northolt,Clapham Common,3,3585,2020,24410.263746945093
Northolt,Clapham North,2,3585,1238,23767.506255566463
Northolt,Clapham South,0,3585,1513,25662.581979679915
Northolt,Colindale,0,3585,2081,31567.880672918633
Northolt,Colliers Wood,1,3585,865,30165.763128238767
Northolt,Covent Garden,2,3585,4355,19805.602071152964
Northolt,Dagenham East,1,3585,649,41856.091522873765
Northolt,Dagenham Heathway,0,3585,1108,40576.86373382419
Northolt,Debden,1,3585,865,44525.350554486635
Northolt,Ealing Broadway,70,3585,4846,11527.476886563983
Northolt,Earl's Court,13,3585,6613,15082.706184951712
Northolt,East Acton,131,3585,1505,9279.59926134318
Northolt,East Finchley,1,3585,1253,27546.39196761225
Northolt,East Ham,3,3585,2062,33431.915644026754
